NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172318.1	NP_172318.1; NP_001184935.1; NP_180289.3; NP_001189614.1	1018; 1013; 1006; 1001	Pfam	; ; PF07646, PF00149; 	; ; Kelch motif, Calcineurin-like phosphoesterase; 	; ; 2.4E-5, 8.6E-33; 	; ; IPR011498, IPR004843; 	; ; Kelch repeat type 2, Calcineurin-like phosphoesterase domain, ApaH type; 
NP_172331.1	NP_172331.1; NP_001031000.1; NP_001321301.1	462; 462; 462	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172341.1	NP_172341.1; NP_001184941.1	284; 276	Pfam	; 	; 	; 	; 	; 
NP_172344.2	NP_172344.2; NP_850941.1; NP_001184942.1	648; 649; 651	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172349.2	NP_172349.2; NP_001321098.1; NP_175858.1; NP_001320715.1	1538; 1530; 1529; 1526	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172357.2	NP_172357.2; NP_001117250.1; NP_001318957.1; NP_001321772.1	1113; 1113; 1113; 1113	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172359.2	NP_172359.2; NP_001031004.1; NP_001321655.1; NP_001321656.1; NP_001321657.1	386; 386; 386; 386; 386	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172360.1	NP_172360.1; NP_001077494.1	152; 152	Pfam	; PF00080	; Copper/zinc superoxide dismutase (SODC)	; 9.8E-49	; IPR001424	; Superoxide dismutase, copper/zinc binding domain
NP_172363.1	NP_172363.1; NP_175868.1	142; 142	Pfam	; 	; 	; 	; 	; 
NP_172371.1	NP_172371.1; NP_849619.1; NP_973796.1; NP_973797.1	231; 231; 231; 231	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172379.1	NP_172379.1; NP_001318960.1	916; 916	Pfam	; 	; 	; 	; 	; 
NP_172380.2	NP_172380.2; NP_973798.1	930; 930	Pfam	; 	; 	; 	; 	; 
NP_172382.4	NP_172382.4; NP_001184944.1	675; 665	Pfam	; 	; 	; 	; 	; 
NP_172384.1	NP_172384.1; NP_187204.1	423; 424	Pfam	; 	; 	; 	; 	; 
NP_172388.1	NP_172388.1; NP_849621.1	428; 428	Pfam	; 	; 	; 	; 	; 
NP_172390.1	NP_172390.1; NP_176029.1; NP_192117.1; NP_191815.1	193; 193; 193; 193	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172398.1	NP_172398.1; NP_849623.1	538; 538	Pfam	; 	; 	; 	; 	; 
NP_172405.1	NP_172405.1; NP_001322308.1	378; 379	Pfam	; 	; 	; 	; 	; 
NP_172415.2	NP_172415.2; NP_001321827.1	466; 466	Pfam	; 	; 	; 	; 	; 
NP_172418.2	NP_172418.2; NP_001184948.1; NP_001323424.1	336; 335; 335	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172424.1	NP_172424.1; NP_001318964.1; NP_001318965.1; NP_001322700.1; NP_001322701.1; NP_849626.1	524; 524; 524; 524; 524; 524	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172428.1	NP_172428.1; NP_001322906.1; NP_001322907.1; NP_001322908.1; NP_001322909.1	1122; 1126; 1122; 1122; 1122	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172437.2	NP_172437.2; NP_001320903.1	298; 298	Pfam	; PF16544	; Homodimerisation region of STAR domain protein	; 1.1E-7	; IPR032377	; STAR protein, homodimerisation region
NP_172442.3	NP_172442.3; NP_001322896.1	610; 610	Pfam	; 	; 	; 	; 	; 
NP_172445.2	NP_172445.2; NP_001318966.1	171; 171	Pfam	; PF00582	; Universal stress protein family	; 2.2E-30	; IPR006016	; UspA
NP_172451.2	NP_172451.2; NP_001322359.1	372; 372	Pfam	; 	; 	; 	; 	; 
NP_172455.1	NP_172455.1; NP_001031013.1; NP_001077498.1; NP_001077499.1; NP_001318967.1; NP_001322592.1; NP_001322593.1; NP_001322595.1; NP_849627.1; NP_973801.1; NP_001319262.1; NP_001320412.1; NP_176096.1	421; 421; 421; 421; 421; 421; 421; 421; 421; 421; 420; 420; 420	Pfam	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 
NP_172468.3	NP_172468.3; NP_850942.1	977; 976	Pfam	; 	; 	; 	; 	; 
NP_172469.2	NP_172469.2; NP_001320302.1; NP_001077501.1	802; 802; 801	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172472.1	NP_172472.1; NP_001322343.1	475; 476	Pfam	; PF01490	; Transmembrane amino acid transporter protein	; 9.9E-118	; IPR013057	; Amino acid transporter, transmembrane domain
NP_172475.3	NP_172475.3; NP_001031014.1	412; 408	Pfam	PF05057; 	Putative serine esterase (DUF676); 	1.3E-64; 	IPR007751; 	Domain of unknown function DUF676, lipase-like; 
NP_172476.1	NP_172476.1; NP_001322538.1	1063; 1063	Pfam	; 	; 	; 	; 	; 
NP_172478.1	NP_172478.1; NP_001031015.1	388; 388	Pfam	PF01063; 	Amino-transferase class IV; 	8.8E-36; 	IPR001544; 	Aminotransferase class IV; 
NP_172483.4	NP_172483.4; NP_001321212.1	366; 366	Pfam	; 	; 	; 	; 	; 
NP_172488.1	NP_172488.1; NP_001318968.1	1188; 1188	Pfam	; 	; 	; 	; 	; 
NP_172492.1	NP_172492.1; NP_001031017.1; NP_001320530.1	370; 370; 370	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172500.1	NP_172500.1; NP_176170.1	914; 920	Pfam	PF00350, PF02212, PF00169, PF01031; 	Dynamin family, Dynamin GTPase effector domain, PH domain, Dynamin central region; 	6.5E-36, 1.7E-12, 2.4E-13, 4.8E-20; 	IPR045063, IPR003130, IPR001849, IPR000375; 	Dynamin, N-terminal, Dynamin GTPase effector, Pleckstrin homology domain, Dynamin stalk domain; 
NP_172501.1	NP_172501.1; NP_001322862.1	687; 687	Pfam	; 	; 	; 	; 	; 
NP_172503.1	NP_172503.1; NP_001323006.1	757; 748	Pfam	; 	; 	; 	; 	; 
NP_172510.2	NP_172510.2; NP_001031018.1; NP_001320682.1	1041; 1041; 1041	Pfam	; ; PF04096	; ; Nucleoporin autopeptidase	; ; 2.0E-43	; ; IPR007230	; ; Peptidase S59, nucleoporin
NP_172514.1	NP_172514.1; NP_001322206.1; NP_176192.1; NP_177154.1	306; 306; 306; 307	Pfam	; ; ; PF00149	; ; ; Calcineurin-like phosphoesterase	; ; ; 1.9E-35	; ; ; IPR004843	; ; ; Calcineurin-like phosphoesterase domain, ApaH type
NP_172515.2	NP_172515.2; NP_001321764.1	1122; 1122	Pfam	; 	; 	; 	; 	; 
NP_172519.1	NP_172519.1; NP_001318971.1	1028; 1028	Pfam	; 	; 	; 	; 	; 
NP_172527.2	NP_172527.2; NP_973802.1	571; 570	Pfam	; 	; 	; 	; 	; 
NP_172530.2	NP_172530.2; NP_001323286.1; NP_001077505.1	223; 223; 222	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172533.2	NP_172533.2; NP_001321560.1; NP_001323060.1; NP_001323061.1; NP_001323062.1; NP_001323063.1; NP_001324310.1; NP_001324311.1; NP_177206.1; NP_182239.1; NP_564195.1; NP_850975.1; NP_974120.1; NP_001190161.1; NP_001190162.1; NP_001331344.1; NP_001331345.1; NP_191788.1; NP_001318560.1	181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 181; 188	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172536.1	NP_172536.1; NP_973803.1; NP_973804.1; NP_973805.1	320; 320; 320; 320	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172537.1	NP_172537.1; NP_001184954.1; NP_849634.1; NP_001320572.1; NP_176280.1	423; 423; 423; 423; 423	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172543.1	NP_172543.1; NP_176277.1	428; 428	Pfam	; 	; 	; 	; 	; 
NP_172544.1	NP_172544.1; NP_001184955.1; NP_001184956.1	473; 473; 473	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172548.2	NP_172548.2; NP_001321200.1	418; 424	Pfam	; 	; 	; 	; 	; 
NP_172556.2	NP_172556.2; NP_001320312.1	775; 780	Pfam	; 	; 	; 	; 	; 
NP_172559.2	NP_172559.2; NP_001322318.1; NP_001322319.1	754; 754; 754	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172561.2	NP_172561.2; NP_001117266.1; NP_001322203.1	727; 727; 727	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172563.1	NP_172563.1; NP_001031021.2; NP_176290.1; NP_849834.1	363; 371; 361; 361	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172575.2	NP_172575.2; NP_001184957.1	492; 495	Pfam	; 	; 	; 	; 	; 
NP_172582.2	NP_172582.2; NP_001323134.1	1021; 1019	Pfam	; 	; 	; 	; 	; 
NP_172583.2	NP_172583.2; NP_001321491.1; NP_001321492.1; NP_001321493.1	438; 438; 438; 438	Pfam	; ; ; PF05212	; ; ; Protein of unknown function (DUF707)	; ; ; 2.4E-134	; ; ; IPR007877	; ; ; Protein of unknown function DUF707
NP_172584.1	NP_172584.1; NP_001320599.1; NP_001318980.1	291; 284; 297	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172594.1	NP_172594.1; NP_973810.1	312; 312	Pfam	PF00646, PF07734; 	F-box domain, F-box associated; 	5.1E-7, 9.4E-5; 	IPR001810, IPR006527; 	F-box domain, F-box associated domain, type 1; 
NP_172600.1	NP_172600.1; NP_001184962.1	840; 842	Pfam	; 	; 	; 	; 	; 
NP_172608.3	NP_172608.3; NP_001318981.1	852; 845	Pfam	; 	; 	; 	; 	; 
NP_172616.1	NP_172616.1; NP_001318982.1	365; 365	Pfam	; 	; 	; 	; 	; 
NP_172617.2	NP_172617.2; NP_001321292.1	184; 189	Pfam	; 	; 	; 	; 	; 
NP_172623.1	NP_172623.1; NP_001154326.1	127; 132	Pfam	; 	; 	; 	; 	; 
NP_172627.2	NP_172627.2; NP_001184964.1	497; 504	Pfam	; 	; 	; 	; 	; 
NP_172631.2	NP_172631.2; NP_001322125.1; NP_001322127.1	763; 763; 763	Pfam	; PF00012; 	; Hsp70 protein; 	; 3.8E-153; 	; IPR013126; 	; Heat shock protein 70 family; 
NP_172648.1	NP_172648.1; NP_001031025.1; NP_849643.1; NP_849644.2	283; 283; 283; 283	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172650.1	NP_172650.1; NP_849646.1	408; 408	Pfam	; 	; 	; 	; 	; 
NP_172651.1	NP_172651.1; NP_849647.1	512; 514	Pfam	; PF02403, PF00587	; Seryl-tRNA synthetase N-terminal domain, tRNA synthetase class II core domain (G, H, P, S and T)	; 3.3E-22, 1.0E-26	; IPR015866, IPR002314	; Serine-tRNA synthetase, type1, N-terminal, Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
NP_172659.3	NP_172659.3; NP_001322575.1	875; 875	Pfam	; 	; 	; 	; 	; 
NP_172660.5	NP_172660.5; NP_001320706.1	771; 771	Pfam	; 	; 	; 	; 	; 
NP_172678.3	NP_172678.3; NP_001323223.1; NP_001077522.1	459; 459; 457	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172679.1	NP_172679.1; NP_001321466.1	548; 548	Pfam	; PF05701	; Weak chloroplast movement under blue light	; 8.6E-31	; IPR008545	; WEB family
NP_172686.1	NP_172686.1; NP_001184970.1	889; 889	Pfam	; 	; 	; 	; 	; 
NP_172695.1	NP_172695.1; NP_176470.1	148; 148	Pfam	; 	; 	; 	; 	; 
NP_172701.2	NP_172701.2; NP_563903.2	137; 129	Pfam	; 	; 	; 	; 	; 
NP_172702.1	NP_172702.1; NP_001321468.1; NP_001321467.1	71; 71; 77	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172706.1	NP_172706.1; NP_001321241.1; NP_849652.1	168; 168; 168	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172725.2	NP_172725.2; NP_001031031.1; NP_001077524.1; NP_001077525.1	248; 248; 248; 248	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172734.2	NP_172734.2; NP_001320968.1; NP_001184974.1	472; 478; 478	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172735.1	NP_172735.1; NP_001184975.1; NP_001322583.1; NP_001322584.1; NP_001322586.1	307; 307; 307; 307; 307	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172737.2	NP_172737.2; NP_001322468.1	551; 551	Pfam	; 	; 	; 	; 	; 
NP_172738.1	NP_172738.1; NP_564811.1	351; 351	Pfam	; 	; 	; 	; 	; 
NP_172751.1	NP_172751.1; NP_189298.1	346; 346	Pfam	; 	; 	; 	; 	; 
NP_172752.1	NP_172752.1; NP_189295.3	434; 435	Pfam	PF03464, PF03463, PF03465; 	eRF1 domain 2, eRF1 domain 1, eRF1 domain 3; 	2.6E-41, 5.8E-20, 6.9E-38; 	IPR005141, IPR005140, IPR005142; 	eRF1 domain 2, eRF1 domain 1/Pelota-like, eRF1 domain 3; 
NP_172760.2	NP_172760.2; NP_001031034.1; NP_001323026.1; NP_001323027.1	401; 401; 401; 401	Pfam	; ; PF05212; 	; ; Protein of unknown function (DUF707); 	; ; 2.1E-138; 	; ; IPR007877; 	; ; Protein of unknown function DUF707; 
NP_172763.1	NP_172763.1; NP_001323253.1	256; 256	Pfam	; PF12854, PF01535, PF13041	; PPR repeat, PPR repeat, PPR repeat family	; 1.6E-9, 0.017, 2.3E-15	; IPR002885, IPR002885, IPR002885	; Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat
NP_172765.1	NP_172765.1; NP_189265.1	274; 273	Pfam	; PF00227	; Proteasome subunit	; 2.4E-48	; IPR001353	; Proteasome, subunit alpha/beta
NP_172790.2	NP_172790.2; NP_001184981.1	199; 199	Pfam	PF12755, PF13646; 	Vacuolar 14 Fab1-binding region, HEAT repeats; 	1.5E-4, 5.6E-12; 	-, -; 	-, -; 
NP_172794.1	NP_172794.1; NP_001031816.1; NP_001078517.1; NP_001328124.1; NP_001329167.1; NP_195713.1; NP_196659.1; NP_849529.1; NP_177690.1; NP_189372.1; NP_201339.1; NP_563838.1; NP_568227.1; NP_568228.1; NP_201338.1; NP_173418.1	136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 139; 137	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172796.1	NP_172796.1; NP_849654.1	176; 176	Pfam	; 	; 	; 	; 	; 
NP_172801.1	NP_172801.1; NP_187062.1	338; 338	Pfam	; 	; 	; 	; 	; 
NP_172803.1	NP_172803.1; NP_973816.1	492; 492	Pfam	; 	; 	; 	; 	; 
NP_172814.1	NP_172814.1; NP_001321685.1	416; 416	Pfam	; 	; 	; 	; 	; 
NP_172819.2	NP_172819.2; NP_001322540.1	109; 100	Pfam	; 	; 	; 	; 	; 
NP_172822.2	NP_172822.2; NP_849655.1; NP_001320494.1; NP_001320495.1	286; 286; 281; 281	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172826.1	NP_172826.1; NP_001318995.1; NP_001321621.1	268; 268; 268	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172834.1	NP_172834.1; NP_001318996.1	736; 736	Pfam	; PF03470, PF03468, PF03469	; XS zinc finger domain, XS domain, XH domain	; 5.0E-19, 5.4E-32, 3.8E-50	; IPR005381, IPR005380, IPR005379	; Zinc finger-XS domain, XS domain, Uncharacterised domain XH
NP_172835.1	NP_172835.1; NP_001318997.1	883; 883	Pfam	; 	; 	; 	; 	; 
NP_172839.1	NP_172839.1; NP_001322262.1; NP_849657.1; NP_973819.1	603; 603; 603; 603	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172841.1	NP_172841.1; NP_001322565.1; NP_001322566.1	424; 434; 425	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172842.1	NP_172842.1; NP_001318998.1	263; 263	Pfam	; 	; 	; 	; 	; 
NP_172844.1	NP_172844.1; NP_001323054.1	330; 322	Pfam	; 	; 	; 	; 	; 
NP_172847.1	NP_172847.1; NP_001321537.1	1005; 1005	Pfam	; 	; 	; 	; 	; 
NP_172851.1	NP_172851.1; NP_001184991.1	1451; 1451	Pfam	; 	; 	; 	; 	; 
NP_172864.1	NP_172864.1; NP_001322167.1; NP_001322168.1	312; 312; 312	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172869.2	NP_172869.2; NP_001031044.1	454; 446	Pfam	; 	; 	; 	; 	; 
NP_172871.1	NP_172871.1; NP_563939.1	501; 503	Pfam	; PF05199, PF00732	; GMC oxidoreductase, GMC oxidoreductase	; 3.5E-27, 4.8E-20	; IPR007867, IPR000172	; Glucose-methanol-choline oxidoreductase, C-terminal, Glucose-methanol-choline oxidoreductase, N-terminal
NP_172876.1	NP_172876.1; NP_001117284.1; NP_973822.2; NP_001031045.1	483; 483; 483; 479	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172878.1	NP_172878.1; NP_001323144.1; NP_849660.1	265; 265; 265	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172896.1	NP_172896.1; NP_973826.1	312; 312	Pfam	; 	; 	; 	; 	; 
NP_172904.2	NP_172904.2; NP_001320937.1; NP_001154337.1	311; 311; 309	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172910.2	NP_172910.2; NP_001184994.1	467; 467	Pfam	; 	; 	; 	; 	; 
NP_172916.1	NP_172916.1; NP_001319004.1	735; 735	Pfam	; 	; 	; 	; 	; 
NP_172917.1	NP_172917.1; NP_001117289.1; NP_001319005.1	785; 785; 785	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172919.1	NP_172919.1; NP_178306.1	592; 592	Pfam	; 	; 	; 	; 	; 
NP_172922.2	NP_172922.2; NP_001077537.1	603; 603	Pfam	; PF03999	; Microtubule associated protein (MAP65/ASE1 family)	; 4.0E-82	; -	; -
NP_172923.3	NP_172923.3; NP_001077538.1	366; 364	Pfam	PF00149; 	Calcineurin-like phosphoesterase; 	1.1E-18; 	IPR004843; 	Calcineurin-like phosphoesterase domain, ApaH type; 
NP_172929.1	NP_172929.1; NP_001154340.1	142; 138	Pfam	; 	; 	; 	; 	; 
NP_172930.1	NP_172930.1; NP_973829.1	429; 429	Pfam	; 	; 	; 	; 	; 
NP_172935.2	NP_172935.2; NP_973830.1	239; 239	Pfam	; 	; 	; 	; 	; 
NP_172940.1	NP_172940.1; NP_001320690.1	152; 142	Pfam	; 	; 	; 	; 	; 
NP_172944.1	NP_172944.1; NP_001321427.1	692; 687	Pfam	; 	; 	; 	; 	; 
NP_172952.2	NP_172952.2; NP_001184998.1	122; 132	Pfam	; 	; 	; 	; 	; 
NP_172960.2	NP_172960.2; NP_001319006.1	578; 578	Pfam	; 	; 	; 	; 	; 
NP_172963.3	NP_172963.3; NP_001322771.1; NP_001322772.1	425; 425; 425	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172967.2	NP_172967.2; NP_172968.1	487; 487	Pfam	; 	; 	; 	; 	; 
NP_172976.2	NP_172976.2; NP_001319008.1; NP_001323344.1	706; 706; 706	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172977.1	NP_172977.1; NP_001319009.1; NP_566535.1; NP_175640.1	95; 95; 95; 95	Pfam	; PF01907; ; 	; Ribosomal protein L37e; ; 	; 2.6E-25; ; 	; IPR001569; ; 	; Ribosomal protein L37e; ; 
NP_172980.3	NP_172980.3; NP_850944.1	585; 584	Pfam	; 	; 	; 	; 	; 
NP_172988.1	NP_172988.1; NP_001322723.1	199; 199	Pfam	; 	; 	; 	; 	; 
NP_172993.1	NP_172993.1; NP_001320372.1	330; 330	Pfam	; 	; 	; 	; 	; 
NP_172999.1	NP_172999.1; NP_001319010.1	683; 683	Pfam	; PF00955	; HCO3- transporter family	; 2.4E-37	; IPR011531	; Bicarbonate transporter, C-terminal
NP_173007.1	NP_173007.1; NP_001319011.1; NP_001322930.1; NP_001322929.1	320; 320; 323; 327	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173012.2	NP_173012.2; NP_001185004.1	179; 179	Pfam	; 	; 	; 	; 	; 
NP_173014.2	NP_173014.2; NP_001185005.1	243; 234	Pfam	; 	; 	; 	; 	; 
NP_173031.2	NP_173031.2; NP_001322875.1; NP_973837.1; NP_001322876.1; NP_001322877.1	179; 179; 179; 185; 189	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_173043.1	NP_173043.1; NP_001319829.1; NP_567176.2	634; 635; 635	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173044.1	NP_173044.1; NP_973838.1	286; 286	Pfam	; 	; 	; 	; 	; 
NP_173045.1	NP_173045.1; NP_849673.1	144; 144	Pfam	PF01248; 	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; 	9.5E-28; 	IPR004038; 	Ribosomal protein L7Ae/L30e/S12e/Gadd45; 
NP_173047.1	NP_173047.1; NP_001319013.1; NP_001077544.1	344; 344; 337	Pfam	; PF01370; 	; NAD dependent epimerase/dehydratase family; 	; 4.0E-24; 	; IPR001509; 	; NAD-dependent epimerase/dehydratase; 
NP_173049.1	NP_173049.1; NP_001321950.1	352; 352	Pfam	; PF03352	; Methyladenine glycosylase	; 6.1E-60	; IPR005019	; Methyladenine glycosylase
NP_173069.1	NP_173069.1; NP_001185008.1	412; 412	Pfam	; 	; 	; 	; 	; 
NP_173075.3	NP_173075.3; NP_001321591.1	383; 383	Pfam	; 	; 	; 	; 	; 
NP_173076.1	NP_173076.1; NP_001185009.1; NP_001323321.1	720; 720; 711	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173077.1	NP_173077.1; NP_001185010.1; NP_001321701.1	1147; 1147; 1147	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173079.2	NP_173079.2; NP_001321836.1	419; 428	Pfam	; 	; 	; 	; 	; 
NP_173084.1	NP_173084.1; NP_001031055.1; NP_001077547.1; NP_001185011.1; NP_001319413.1; NP_001319414.1; NP_001319415.1; NP_178068.1	291; 291; 291; 293; 290; 290; 290; 290	Pfam	; ; ; PF00793; ; ; ; 	; ; ; DAHP synthetase I family; ; ; ; 	; ; ; 1.2E-59; ; ; ; 	; ; ; IPR006218; ; ; ; 	; ; ; DAHP synthetase I/KDSA; ; ; ; 
NP_173086.2	NP_173086.2; NP_001320564.1	336; 339	Pfam	; 	; 	; 	; 	; 
NP_173096.1	NP_173096.1; NP_001031057.1; NP_001077845.1; NP_001077846.1; NP_178042.1	235; 235; 235; 235; 235	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_173097.2	NP_173097.2; NP_001185013.1	937; 928	Pfam	; 	; 	; 	; 	; 
NP_173104.1	NP_173104.1; NP_001319020.1; NP_001323039.1; NP_001323040.1; NP_001323041.1; NP_001323042.1; NP_973842.1; NP_973843.1	342; 342; 342; 342; 342; 342; 342; 342	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_173107.1	NP_173107.1; NP_973844.1; NP_001321127.1; NP_001321128.1	396; 389; 381; 383	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173110.2	NP_173110.2; NP_001320893.1	521; 529	Pfam	; PF13679	; Methyltransferase domain	; 1.0E-38	; IPR025714	; Methyltransferase domain
NP_173114.1	NP_173114.1; NP_178022.1	222; 222	Pfam	PF12838; 	4Fe-4S dicluster domain; 	2.5E-13; 	IPR017896; 	4Fe-4S ferredoxin-type, iron-sulphur binding domain; 
NP_173120.1	NP_173120.1; NP_001323154.1	758; 762	Pfam	; 	; 	; 	; 	; 
NP_173137.1	NP_173137.1; NP_001322750.1; NP_001322751.1	449; 449; 449	Pfam	; ; PF08387, PF00646, PF07723	; ; FBD, F-box domain, Leucine Rich Repeat	; ; 1.0E-18, 6.7E-5, 1.9E-7	; ; IPR006566, IPR001810, IPR013101	; ; FBD domain, F-box domain, Leucine-rich repeat 2
NP_173147.2	NP_173147.2; NP_001185018.1	641; 651	Pfam	; PF13385	; Concanavalin A-like lectin/glucanases superfamily	; 1.0E-6	; -	; -
NP_173152.1	NP_173152.1; NP_001154346.1; NP_001319025.1; NP_001322670.1; NP_001322671.1	93; 93; 93; 93; 93	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_173156.1	NP_173156.1; NP_001077550.1	331; 338	Pfam	; 	; 	; 	; 	; 
NP_173167.1	NP_173167.1; NP_001320953.1	729; 734	Pfam	; PF08263, PF00560	; Leucine rich repeat N-terminal domain, Leucine Rich Repeat	; 6.7E-6, 0.016	; IPR013210, IPR001611	; Leucine-rich repeat-containing N-terminal, plant-type, Leucine-rich repeat
NP_173170.2	NP_173170.2; NP_001322684.1	564; 564	Pfam	; 	; 	; 	; 	; 
NP_173172.1	NP_173172.1; NP_001077554.1; NP_001319027.1; NP_001321626.1; NP_001321627.1; NP_001321628.1; NP_001321629.1; NP_001321630.1; NP_001321631.1	237; 237; 237; 237; 237; 237; 237; 237; 243	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_173178.3	NP_173178.3; NP_001322414.1; NP_001322415.1; NP_001322416.1; NP_001154347.1	227; 227; 227; 227; 236	Pfam	; ; ; ; PF08547	; ; ; ; Complex I intermediate-associated protein 30 (CIA30)	; ; ; ; 5.1E-41	; ; ; ; IPR013857	; ; ; ; NADH:ubiquinone oxidoreductase intermediate-associated protein 30
NP_173183.3	NP_173183.3; NP_001321754.1	295; 295	Pfam	; 	; 	; 	; 	; 
NP_173190.1	NP_173190.1; NP_001077555.1; NP_001031270.1; NP_001031271.1; NP_177410.1	399; 399; 399; 399; 399	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_173193.2	NP_173193.2; NP_001319028.1	1216; 1216	Pfam	; 	; 	; 	; 	; 
