ko_id	category1	category2	function	Arabidopsis_thaliana.batch_run_hsds_id	Arabidopsis_thaliana.batch_run_hsds_genes	Arabidopsis_thaliana.batch_run_hsds_num	Chlamydomonas_reinhardtii.batch_run_hsds_id	Chlamydomonas_reinhardtii.batch_run_hsds_genes	Chlamydomonas_reinhardtii.batch_run_hsds_num
K19891	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	GN1_2_3; glucan endo-1,3-beta-glucosidase 1/2/3 	NP_172647.2	NP_172647.2; NP_001077866.1; NP_001323752.1; NP_565269.1; NP_176799.2; NP_001323381.1; NP_001326916.1; NP_001326917.1; NP_187965.1; NP_974302.1; NP_974303.1; NP_001184967.1	1			
K19892	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	GN4; glucan endo-1,3-beta-glucosidase 4 	NP_172647.2	NP_172647.2; NP_001077866.1; NP_001323752.1; NP_565269.1; NP_176799.2; NP_001323381.1; NP_001326916.1; NP_001326917.1; NP_187965.1; NP_974302.1; NP_974303.1; NP_001184967.1	1			
K19893	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	GN5_6; glucan endo-1,3-beta-glucosidase 5/6 	NP_194843.1	NP_194843.1; NP_200617.2	1			
K01188	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	E3.2.1.21; beta-glucosidase 	NP_191833.2, NP_200268.3, NP_198505.2, NP_849771.2, NP_563666.1	NP_191833.2; NP_191834.3; NP_001327941.1; NP_567787.1; NP_194511.3; NP_001327939.1; NP_001327942.1; NP_001327167.1; NP_001327937.1; NP_001327940.1; NP_001328392.1; NP_001329458.1; NP_001329459.1; NP_001327938.1; NP_001327943.1; NP_001323173.1; NP_001323171.1; NP_176233.2, NP_200268.3; NP_001330204.1; NP_001330205.1, NP_198505.2; NP_001031975.1, NP_849771.2; NP_001323174.1; NP_973974.2; NP_001323172.1; NP_001323171.1; NP_001323173.1, NP_563666.1; NP_849578.5; NP_001117217.1; NP_973746.3; NP_001318909.1	5			
K05349	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	bglX; beta-glucosidase 	NP_190284.1, NP_190288.1, NP_197594.2	NP_190284.1; NP_001326870.1; NP_190285.3; NP_190288.1; NP_001190023.1; NP_001190024.1; NP_190289.1, NP_190288.1; NP_001190024.1; NP_197594.2; NP_197595.2; NP_851048.1, NP_197594.2; NP_197595.2; NP_851048.1; NP_197594.2; NP_001332146.1; NP_197595.2; NP_851048.1	3			
K05350	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	bglB; beta-glucosidase 	NP_188435.2, NP_193907.2, NP_176374.1	NP_188435.2; NP_001325994.1, NP_193907.2; NP_001328261.1; NP_001185287.1, NP_176374.1; NP_001185287.1; NP_001322278.1; NP_001322277.1	3			
K01179	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	E3.2.1.4; endoglucanase 	NP_195611.1, NP_175323.1, NP_173701.1, NP_181982.1, NP_176621.1, NP_192138.1, NP_189972.2, NP_171779.1	NP_195611.1; NP_001329141.1; NP_568050.1, NP_175323.1; NP_176621.1; NP_192843.2; NP_001328091.1, NP_173701.1; NP_177294.1; NP_173701.1; NP_177294.1; NP_001031082.1; NP_001321403.1, NP_181982.1; NP_181983.1; NP_181984.1, NP_176621.1; NP_192843.2; NP_001328091.1; NP_001328090.1; NP_180858.1, NP_192138.1; NP_180858.1, NP_189972.2; NP_001327805.1, NP_171779.1; NP_192138.1; NP_001328883.1	8	XP_001701546.2	XP_001701546.2; XP_042914879.1	1
K00975	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	glgC; glucose-1-phosphate adenylyltransferase 	NP_195632.1, NP_179753.1, NP_172052.2	NP_195632.1; NP_001328715.1, NP_179753.1; NP_001031391.1; NP_001324978.1; NP_001324979.1; NP_001324980.1; NP_001324981.1; NP_001324982.1, NP_172052.2; NP_001322344.1	3	XP_001691854.1	XP_001691854.1; XP_042917292.1	1
K00703	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	glgA; starch synthase 	NP_197818.1, NP_569018.1	NP_197818.1; NP_001190378.1, NP_569018.1; NP_001329957.1; NP_001329962.1; NP_001329966.1; NP_001190623.1; NP_001329958.1; NP_001329959.1; NP_001329960.1; NP_001329961.1; NP_001329963.1; NP_001329964.1; NP_001329965.1	2	XP_042917508.1	XP_042917508.1; XP_042917509.1	1
K00700	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	GBE1, glgB; 1,4-alpha-glucan branching enzyme 	NP_188679.2	NP_188679.2; NP_001154629.1; NP_001189940.1	1	XP_001690322.2	XP_001690322.2; XP_042923631.1; XP_042924110.1	1
K01176	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	AMY, amyA, malS; alpha-amylase 	NP_177740.1	NP_177740.1; NP_001323338.1	1	XP_042922358.1	XP_042922358.1; XP_042922359.1	1
K01177	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	E3.2.1.2; beta-amylase 	NP_199343.1, NP_180788.2, NP_189034.1	NP_199343.1; NP_001330613.1; NP_001032014.1, NP_180788.2; NP_567460.1; NP_001329367.1; NP_001329368.1; NP_849389.1, NP_189034.1; NP_567523.1	3			
K01214	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	ISA, treX; isoamylase 	NP_171830.1	NP_171830.1; NP_973751.1	1			
K01087	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	otsB; trehalose 6-phosphate phosphatase 	NP_192980.1, NP_173640.1, NP_196572.2, NP_199959.2, NP_201319.2, NP_179809.2, NP_177932.1	NP_192980.1; NP_193990.1, NP_173640.1; NP_001119501.1; NP_001330820.1; NP_001329289.1, NP_196572.2; NP_001318525.1; NP_001190271.2; NP_001332536.1, NP_199959.2; NP_001332431.1; NP_001332432.1; NP_851171.1; NP_974922.1, NP_201319.2; NP_001330820.1; NP_001119501.1, NP_179809.2; NP_001324118.1, NP_177932.1; NP_001322316.1	7			
K16055	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	TPS; trehalose 6-phosphate synthase/phosphatase 	NP_172129.1, NP_567538.1, NP_173142.2, NP_176221.1, NP_974105.1, NP_177979.1	NP_172129.1; NP_001321475.1; NP_001321476.1, NP_567538.1; NP_001329809.1, NP_173142.2; NP_173143.4; NP_001327998.1; NP_194485.1, NP_176221.1; NP_001322702.1; NP_001322703.1; NP_001322705.1; NP_001322706.1; NP_001322704.1, NP_974105.1; NP_001322467.1, NP_177979.1; NP_001319403.1; NP_001322931.1; NP_001322932.1	6			
K01183	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	E3.2.1.14; chitinase 	NP_176061.1, NP_181886.1, NP_193710.2, NP_193709.3, NP_193716.1	NP_176061.1; NP_001318415.1; NP_181889.1; NP_181890.1; NP_176061.1; NP_001320281.1, NP_181886.1; NP_181887.1; NP_190338.1; NP_001190028.1, NP_193710.2; NP_193711.2; NP_001319999.1; NP_193716.1, NP_193709.3; NP_193712.2, NP_193716.1; NP_001319999.1; NP_001320000.1	5			
K12373	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	HEXA_B; hexosaminidase 	NP_176737.2, NP_172050.1	NP_176737.2; NP_567017.2, NP_172050.1; NP_001318927.1; NP_001323090.1	2			
K00972	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	UAP1; UP-N-acetylglucosamine/UP-N-acetylgalactosamine diphosphorylase 	NP_181047.1	NP_181047.1; NP_564372.3	1			
K12446	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	E2.7.1.46; L-arabinokinase 	NP_189871.1	NP_189871.1; NP_001327277.1; NP_193348.1	1			
K13379	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	RGP, UTM; reversibly glycosylated polypeptide / UP-arabinopyranose mutase 	NP_197155.1, NP_186872.1	NP_197155.1; NP_850831.1, NP_186872.1; NP_197069.1	2			
K01209	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	abfA; alpha-L-arabinofuranosidase 	NP_187685.1	NP_187685.1; NP_001326565.1; NP_001326566.1; NP_001326567.1; NP_197984.2	1			
K00770	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	E2.4.2.24; 1,4-beta--xylan synthase 	NP_171773.1	NP_171773.1; NP_186955.1; NP_001318575.1; NP_195532.1	1			
K15920	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	XYL4; xylan 1,4-beta-xylosidase 	NP_196532.2	NP_196532.2; NP_001331902.1; NP_001331903.1	1			
K12448	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	UXE, uxe; UP-arabinose 4-epimerase 	NP_174350.2, NP_850238.1	NP_174350.2; NP_001319115.1; NP_001321844.1; NP_001321845.1; NP_001077632.1; NP_193779.2; NP_001331408.1; NP_001331409.1; NP_001331410.1; NP_199261.1, NP_850238.1; NP_001324451.1; NP_001324452.1; NP_001324453.1; NP_001321843.1	2			
K08678	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	UXS1, uxs; UP-glucuronate decarboxylase 	NP_182287.1, NP_191842.1, NP_190920.3, NP_180443.1	NP_182287.1; NP_001189772.1, NP_191842.1; NP_001118893.1, NP_190920.3; NP_850694.2; NP_001190080.1; NP_001078277.1, NP_180443.1; NP_001077972.1; NP_973555.1; NP_001030820.1; NP_190228.1; NP_200737.1; NP_001331974.1	4			
K12449	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	AXS; UP-apiose/xylose synthase	NP_180353.1	NP_180353.1; NP_563807.1	1			
K12450	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	RHM; UP-glucose 4,6-dehydratase 	NP_188097.1	NP_188097.1; NP_001326092.1; NP_564633.2	1	XP_001701714.2	XP_001701714.2; XP_042926925.1	1
K08679	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	E5.1.3.6; UP-glucuronate 4-epimerase 	NP_171702.1	NP_171702.1; NP_191922.1; NP_182056.1; NP_192962.1; NP_194773.1; NP_189024.1	1			
K18677	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	GALAK; galacturonokinase 	NP_187681.2	NP_187681.2; NP_001326376.1; NP_001326375.1	1			
K13648	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	GAUT; alpha-1,4-galacturonosyltransferase 	NP_564057.4, NP_195540.2, NP_563771.1, NP_565893.1, NP_001185395.1, NP_182171.1, NP_189150.1	NP_564057.4; NP_565485.1, NP_195540.2; NP_001190952.1, NP_563771.1; NP_001184925.1; NP_850150.1, NP_565893.1; NP_001189702.1; NP_001323491.1, NP_001185395.1; NP_001185396.1, NP_182171.1; NP_001325283.1; NP_001325285.1; NP_001325284.1, NP_189150.1; NP_566170.1	7			
K11262	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	ACACA; acetyl-CoA carboxylase / biotin carboxylase 1 	NP_174849.2	NP_174849.2; NP_001185143.1	1			
K01962	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha 	NP_565880.1	NP_565880.1; NP_850291.1	1			
K02160	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	NP_568316.1	NP_568316.1; NP_974789.1	1			
K01961	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	accC; acetyl-CoA carboxylase, biotin carboxylase subunit 	NP_198386.1	NP_198386.1; NP_001190422.1; NP_001031968.1	1			
K01759	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	GLO1, gloA; lactoylglutathione lyase 	NP_172291.1, NP_172648.1	NP_172291.1; NP_001030995.1; NP_849609.1; NP_001030996.1, NP_172648.1; NP_001031025.1; NP_849643.1; NP_849644.2; NP_001184968.1; NP_001031026.1; NP_176896.1; NP_001077783.1	2			
K01069	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase 	NP_180693.1	NP_180693.1; NP_850166.1; NP_563760.1; NP_849599.1; NP_001324089.1; NP_565999.1; NP_973679.1; NP_001323646.1	1			
K18881	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	J1; -lactate dehydratase 	NP_030434.1	NP_030434.1; NP_850303.1	1			
K00028	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	E1.1.1.39; malate dehydrogenase (decarboxylating) 	NP_178980.1	NP_178980.1; NP_191966.2	1			
K00029	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NAP+) 	NP_179580.1, NP_196728.1	NP_179580.1; NP_001324890.1, NP_196728.1; NP_197960.1	2	XP_001692778.1	XP_001692778.1; XP_042917033.1	1
K00051	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	E1.1.1.82; malate dehydrogenase (NAP+) 	NP_568875.2	NP_568875.2; NP_851214.1	1			
K01595	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	ppc; phosphoenolpyruvate carboxylase 	NP_175738.1	NP_175738.1; NP_001031178.1; NP_001031179.1; NP_001326778.1; NP_188112.1; NP_001324501.1; NP_850372.4; NP_850373.4	1	XP_042916141.1	XP_042916141.1; XP_042919637.1	1
K01638	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	aceB, glcB; malate synthase 	NP_196006.1	NP_196006.1; NP_001190219.1	1			
K00626	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	ACAT, atoB; acetyl-CoA C-acetyltransferase 	NP_199583.1	NP_199583.1; NP_974901.2; NP_851150.1; NP_974900.1; NP_001032028.1; NP_568694.2; NP_851154.1	1			
K01649	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	leuA, IMS; 2-isopropylmalate synthase 	NP_173285.2, NP_197692.1	NP_173285.2; NP_177544.1; NP_173285.2; NP_177544.1; NP_001322763.1; NP_001322762.1, NP_197692.1; NP_001330048.1; NP_197693.1	2	XP_042923459.1	XP_042923459.1; XP_042923460.1	1
K11517	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	HAO; (S)-2-hydroxy-acid oxidase 	NP_188059.1, NP_188029.1, NP_193570.1	NP_188059.1; NP_001189892.1; NP_001189891.1; NP_188060.1; NP_850584.1; NP_850585.2; NP_001078154.1; NP_001078155.1, NP_188029.1; NP_001327205.1; NP_001078152.1; NP_188031.1; NP_001327204.1; NP_001327271.1; NP_001327272.1; NP_001327274.1; NP_001327206.1; NP_001327270.1; NP_001327273.1, NP_193570.1; NP_001329914.1; NP_001078406.1; NP_001329915.1	3			
K03781	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	katE, CAT, catB, srpA; catalase 	NP_195235.1	NP_195235.1; NP_001328611.1	1			
K15919	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	HPR2_3; glyoxylate/hydroxypyruvate reductase 	NP_172716.1, NP_178105.1	NP_172716.1; NP_973693.1, NP_178105.1; NP_001185444.1	2			
K18121	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	GLYR; glyoxylate/succinic semialdehyde reductase 	NP_564030.2	NP_564030.2; NP_001321828.1; NP_566768.1; NP_001030765.1; NP_001326583.1	1	XP_001698018.2	XP_001698018.2; XP_042919367.1	1
K15893	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	HPR1; glycerate dehydrogenase 	NP_176968.1	NP_176968.1; NP_001185349.1; NP_001320607.1	1			
K19269	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	PGP, PGLP; phosphoglycolate phosphatase 	NP_198485.2	NP_198485.2; NP_001119316.1; NP_001119318.1; NP_001190427.1; NP_001190428.1; NP_198495.1; NP_001119317.1; NP_199587.1; NP_001332593.1	1			
K01602	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	rbcS, cbbS; ribulose-bisphosphate carboxylase small chain 	NP_176880.1	NP_176880.1; NP_001318696.1; NP_198659.1; NP_198658.1; NP_198657.1; NP_001119331.1; NP_001031981.1; NP_974098.1	1	XP_001702409.1	XP_001702409.1; XP_042927675.1	1
K00830	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase 	NP_178969.1	NP_178969.1; NP_001318216.1; NP_849951.1	1			
K14272	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	GGAT; glutamate--glyoxylate aminotransferase 	NP_173173.3	NP_173173.3; NP_565040.2; NP_001185380.1; NP_564192.2; NP_001031262.1; NP_001031263.1; NP_177215.1; NP_974122.1; NP_001031083.1; NP_001077811.1	1	XP_001698518.1	XP_001698518.1; XP_042924022.1	1
K00284	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	GLU, gltS; glutamate synthase (ferredoxin) 	NP_181655.1	NP_181655.1; NP_568134.1	1			
K01915	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	glnA, GLUL; glutamine synthetase 	NP_198413.1, NP_176794.1	NP_198413.1; NP_001031969.1; NP_001078639.1, NP_176794.1; NP_001185327.1; NP_198576.1	2	XP_001692927.2	XP_001692927.2; XP_001693042.1; XP_042918653.1	1
K00600	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	glyA, SHMT; glycine hydroxymethyltransferase 	NP_193125.1, NP_568488.2, NP_567895.1, NP_173621.1, NP_195506.1	NP_193125.1; NP_001328680.1; NP_193129.1, NP_568488.2; NP_851081.1, NP_567895.1; NP_001119098.1, NP_173621.1; NP_001323098.1; NP_564473.1, NP_195506.1; NP_001331385.1; NP_851080.1; NP_195506.1; NP_001331385.1; NP_851080.1; NP_568488.2; NP_851081.1	5	XP_001701451.1	XP_001701451.1; XP_042921582.1; XP_001701593.2	1
K00281	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	GLC, gcvP; glycine dehydrogenase 	NP_180178.1	NP_180178.1; NP_195027.1; NP_001119106.1	1			
K00605	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	gcvT, AMT; aminomethyltransferase 	NP_172650.1	NP_172650.1; NP_849646.1; NP_001318983.1	1			
K02437	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	gcvH, GCSH; glycine cleavage system H protein	NP_174525.1	NP_174525.1; NP_181080.1; NP_181057.1	1			
K15918	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	GLYK; -glycerate 3-kinase 	NP_565237.1	NP_565237.1; NP_849912.1; NP_001185447.1; NP_001077855.1; NP_001320273.1; NP_001320275.1; NP_001320274.1; NP_001320276.1	1			
K01433	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	purU; formyltetrahydrofolate deformylase 	NP_568682.1	NP_568682.1; NP_851145.1	1			
K01455	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	E3.5.1.49; formamidase 	NP_568028.1	NP_568028.1; NP_001328862.1; NP_568029.1	1			
K00166	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	BCKHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit 	NP_173562.1, NP_568209.1	NP_173562.1; NP_568209.1, NP_568209.1; NP_974756.1; NP_001331658.1; NP_001331657.1	2			
K00167	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	BCKHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit 	NP_175947.1	NP_175947.1; NP_187954.1	1			
K09699	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	BT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) 	NP_187341.1	NP_187341.1; NP_850527.1	1			
K00232	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase 	NP_201316.1, NP_172119.1	NP_201316.1; NP_001032145.1, NP_172119.1; NP_172120.2	2			
K05605	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase 	NP_191610.3, NP_189079.2, NP_180623.3	NP_191610.3; NP_001190144.1; NP_001030902.1; NP_194909.2, NP_189079.2; NP_001078205.1; NP_001326803.1; NP_001326802.1; NP_001326804.1; NP_001326805.1, NP_180623.3; NP_001323466.1; NP_180624.2; NP_001330538.1; NP_201395.1; NP_001324604.1; NP_001078804.1; NP_001032155.1	3			
K23146	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	HP1; 3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase 	NP_567617.1	NP_567617.1; NP_001329408.1	1			
K01578	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	MLYC; malonyl-CoA decarboxylase 	NP_192341.2	NP_192341.2; NP_974511.1	1			
K00140	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	mmsA, iolA, ALH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase 	NP_179032.1	NP_179032.1; NP_001077888.1; NP_001077887.1	1			
K00074	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase 	NP_188147.1	NP_188147.1; NP_001327595.1	1			
K01580	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	E4.1.1.15, gadB, gadA, GA; glutamate decarboxylase 	NP_178309.1, NP_188403.1	NP_178309.1; NP_001324150.1; NP_178310.1, NP_188403.1; NP_001154621.1	2			
K16871	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	POP2; 4-aminobutyrate---pyruvate transaminase 	NP_566700.1	NP_566700.1; NP_001189947.1	1			
K01640	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase 	NP_565629.1	NP_565629.1; NP_001324446.1; NP_850087.1; NP_001324445.1; NP_850088.1	1			
K01653	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit 	NP_197133.1	NP_197133.1; NP_850829.1; NP_850172.1; NP_850174.1; NP_850173.2	1			
K01704	09101 Carbohydrate metabolism	00660 5-Branched dibasic acid metabolism [PATH:ko00660]	leu, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit 	NP_181838.1, NP_181837.1	NP_181838.1; NP_191458.1, NP_181837.1; NP_001189737.1	2			
K00052	09101 Carbohydrate metabolism	00660 5-Branched dibasic acid metabolism [PATH:ko00660]	leuB, IMH; 3-isopropylmalate dehydrogenase 	NP_001077857.1, NP_174403.1	NP_001077857.1; NP_001322191.1, NP_174403.1; NP_001322636.1; NP_196924.1; NP_001031880.1; NP_178171.1; NP_001031879.1	2			
K18081	09101 Carbohydrate metabolism	00562 Inositol phosphate metabolism [PATH:ko00562]	MTMR1_2; myotubularin-related protein 1/2 	NP_187666.5	NP_187666.5; NP_196074.2	1			
K00888	09101 Carbohydrate metabolism	00562 Inositol phosphate metabolism [PATH:ko00562]	PI4KA; phosphatidylinositol 4-kinase A 	NP_175359.2	NP_175359.2; NP_850960.1; NP_001323160.1; NP_001323161.1	1			
