NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_171944.2	NP_171944.2; NP_001318920.1; NP_001322235.1; NP_001322236.1; NP_001077999.1; NP_180893.2; NP_001324047.1; NP_001324046.1; NP_001324045.1	386; 386; 377; 384; 409; 410; 398; 418; 344	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_171946.2	NP_171946.2; NP_565764.1	307; 304	Pfam	; 	; 	; 	; 	; 
NP_171948.1	NP_171948.1; NP_180890.1	601; 602	Pfam	; 	; 	; 	; 	; 
NP_171951.2	NP_171951.2; NP_001318340.1	542; 538	Pfam	PF03092; PF03092	BT1 family; BT1 family	2.6E-105; 6.2E-91	IPR039309; IPR039309	Biopterin transporter family; Biopterin transporter family
NP_171958.1	NP_171958.1; NP_001030961.1	235; 235	Pfam	; 	; 	; 	; 	; 
NP_171964.1	NP_171964.1; NP_001320433.1	1042; 1042	Pfam	; 	; 	; 	; 	; 
NP_171965.1	NP_171965.1; NP_180873.1; NP_001032037.1; NP_001331840.1; NP_568704.2; NP_851157.1	443; 462; 457; 457; 457; 414	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_171969.2	NP_171969.2; NP_199696.2; NP_001154733.1; NP_001318623.1	303; 306; 237; 201	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_171987.1	NP_171987.1; NP_001030969.1; NP_849592.1; NP_175838.4; NP_001031187.2; NP_974024.2; NP_001185221.1; NP_001319224.1; NP_001322136.1	549; 549; 549; 504; 497; 527; 476; 526; 540	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_171990.3	NP_171990.3; NP_180851.1	447; 440	Pfam	; 	; 	; 	; 	; 
NP_171991.1	NP_171991.1; NP_001321413.1	193; 135	Pfam	; 	; 	; 	; 	; 
NP_171997.1	NP_171997.1; NP_001117228.1	166; 157	Pfam	; 	; 	; 	; 	; 
NP_172007.1	NP_172007.1; NP_180804.1	808; 802	Pfam	; 	; 	; 	; 	; 
NP_172010.1	NP_172010.1; NP_180800.1; NP_973761.1; NP_001030970.1; NP_001031465.1; NP_001325390.1	540; 523; 436; 422; 417; 408	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172012.2	NP_172012.2; NP_001030971.1; NP_001320831.1; NP_001324013.1; NP_565743.1; NP_001322169.1; NP_001322170.1; NP_174978.1; NP_001326369.1; NP_190716.3; NP_001318239.1; NP_001320141.1; NP_001329586.1; NP_001329588.1; NP_567981.1; NP_974686.1; NP_001031464.1; NP_001320827.1; NP_001320830.1; NP_001326367.1; NP_001326368.1; NP_001329587.1	959; 959; 959; 953; 895; 933; 933; 933; 903; 903; 925; 912; 912; 912; 912; 912; 851; 828; 828; 813; 777; 776	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172015.1	NP_172015.1; NP_001184911.1; NP_001322673.1; NP_001322674.1; NP_001322675.1; NP_001322676.1; NP_001322677.1; NP_001322678.1; NP_001322680.1; NP_849596.1; NP_001117231.1; NP_001329475.1; NP_567274.1; NP_180796.2; NP_001031692.1; NP_001329394.1; NP_001329395.1; NP_193906.2	721; 721; 721; 721; 721; 721; 721; 721; 721; 721; 719; 743; 743; 725; 762; 762; 762; 762	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172019.3	NP_172019.3; NP_001318334.1; NP_001325115.1	371; 356; 285	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172022.1	NP_172022.1; NP_180786.1; NP_973762.1; NP_187881.1; NP_201022.1	360; 339; 267; 355; 355	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172023.1	NP_172023.1; NP_181209.1; NP_181208.1	393; 407; 333	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172024.3	NP_172024.3; NP_001030972.2; NP_001030973.2; NP_001321439.1; NP_001321440.1; NP_001321442.1; NP_001321443.1	790; 790; 790; 790; 790; 790; 790	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_172031.4	NP_172031.4; NP_001154305.1	132; 132	Pfam	; 	; 	; 	; 	; 
NP_172038.4	NP_172038.4; NP_001322092.1	617; 617	Pfam	; 	; 	; 	; 	; 
NP_172042.1	NP_172042.1; NP_850179.1	241; 241	Pfam	; 	; 	; 	; 	; 
NP_172044.1	NP_172044.1; NP_563742.1; NP_001320882.1; NP_567471.1	455; 469; 519; 474	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172045.1	NP_172045.1; NP_001031113.1	367; 366	Pfam	; 	; 	; 	; 	; 
NP_172046.4	NP_172046.4; NP_001322399.1; NP_001154306.1; NP_001320743.1; NP_174308.1	236; 236; 222; 261; 311	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172049.2	NP_172049.2; NP_180750.2; NP_001324588.1; NP_001324589.1; NP_001030975.1	867; 832; 735; 735; 756	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172051.1	NP_172051.1; NP_001184914.1; NP_001318928.1	504; 504; 504	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172056.1	NP_172056.1; NP_172057.1; NP_181917.1; NP_181916.1; NP_191544.2; NP_181915.1; NP_176735.1	394; 394; 392; 394; 388; 384; 397	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_172058.2	NP_172058.2; NP_001154307.2; NP_001318929.1	281; 281; 281	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172059.1	NP_172059.1; NP_001184915.1; NP_180738.1; NP_180734.1; NP_001325305.1	453; 453; 457; 456; 490	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172069.1	NP_172069.1; NP_565728.1	106; 105	Pfam	; 	; 	; 	; 	; 
NP_172070.2	NP_172070.2; NP_001322475.1	687; 722	Pfam	; 	; 	; 	; 	; 
NP_172073.2	NP_172073.2; NP_001117235.1; NP_001318409.1; NP_001325361.1; NP_850383.3; NP_001325362.1; NP_001323185.1; NP_001323184.1	536; 507; 540; 546; 599; 605; 421; 396	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_172076.1	NP_172076.1; NP_001321426.1	321; 321	Pfam	; 	; 	; 	; 	; 
NP_172080.2	NP_172080.2; NP_001184920.1; NP_180709.3; NP_001324416.1; NP_001324417.1; NP_176722.2; NP_180735.1; NP_180736.1; NP_180737.3	552; 594; 562; 499; 490; 567; 514; 543; 443	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_172086.2	NP_172086.2; NP_001320696.1; NP_001320695.1; NP_001320697.1; NP_001320694.1	627; 610; 561; 561; 554	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172088.2	NP_172088.2; NP_001030978.1	198; 200	Pfam	; 	; 	; 	; 	; 
NP_172092.1	NP_172092.1; NP_001318782.1; NP_199996.1	345; 343; 343	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172094.1	NP_172094.1; NP_565722.1; NP_195618.2	248; 238; 242	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172097.1	NP_172097.1; NP_001031456.2; NP_001189650.1; NP_001318327.1; NP_180695.1; NP_850167.1; NP_850168.2; NP_001031457.1	423; 398; 398; 398; 398; 398; 398; 377	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_172110.1	NP_172110.1; NP_001321411.1; NP_180672.2	206; 243; 205	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172112.1	NP_172112.1; NP_001321282.1; NP_849600.1; NP_001318643.1; NP_197905.1	987; 987; 987; 973; 973	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172113.1	NP_172113.1; NP_001184922.1; NP_001318932.1; NP_849601.1	730; 730; 730; 730	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172119.1	NP_172119.1; NP_172120.2	675; 675	Pfam	; 	; 	; 	; 	; 
NP_172130.1	NP_172130.1; NP_001184923.1	221; 198	Pfam	; 	; 	; 	; 	; 
NP_172135.2	NP_172135.2; NP_001318934.1; NP_001321854.1; NP_973772.1	414; 414; 414; 414	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172136.2	NP_172136.2; NP_001322002.1; NP_191469.3; NP_196804.6; NP_001322482.1; NP_001322483.1; NP_563743.2; NP_001189653.1; NP_001318331.1; NP_001323731.1; NP_850178.2; NP_001184913.1; NP_001154712.2; NP_001323730.1; NP_849953.2; NP_001189893.1; NP_188075.2; NP_001326811.1; NP_001329979.1; NP_001329981.1; NP_001329980.1; NP_198503.3	1958; 1933; 1921; 1955; 1950; 1950; 1950; 1950; 1950; 1950; 1950; 1909; 1914; 1909; 1923; 1950; 1976; 1960; 1863; 1863; 1870; 1871	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172144.3	NP_172144.3; NP_001154311.1	445; 418	Pfam	; 	; 	; 	; 	; 
NP_172151.2	NP_172151.2; NP_001031449.1; NP_180640.2	481; 421; 421	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172152.1	NP_172152.1; NP_001321998.1	1576; 1548	Pfam	; 	; 	; 	; 	; 
NP_172153.1	NP_172153.1; NP_001117239.1	263; 219	Pfam	; 	; 	; 	; 	; 
NP_172156.2	NP_172156.2; NP_001321172.1; NP_001321177.1; NP_001321178.1; NP_001321182.1; NP_001321183.1; NP_001321184.1; NP_001321185.1; NP_001321186.1; NP_001321187.1; NP_001321188.1; NP_001321189.1; NP_001321173.1; NP_001321174.1; NP_001321175.1; NP_001321176.1; NP_001321179.1; NP_001321180.1; NP_001321181.1	997; 997; 997; 997; 997; 997; 997; 997; 997; 997; 997; 997; 987; 987; 987; 987; 987; 987; 987	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172157.1	NP_172157.1; NP_001322900.1	1147; 1175	Pfam	; 	; 	; 	; 	; 
NP_172161.1	NP_172161.1; NP_001189643.1; NP_179396.1; NP_849970.1	198; 202; 167; 138	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172162.3	NP_172162.3; NP_001321540.1; NP_001323803.1; NP_565702.1; NP_001323802.1; NP_973775.1	421; 399; 420; 420; 337; 307	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172164.1	NP_172164.1; NP_973776.1	204; 189	Pfam	; 	; 	; 	; 	; 
NP_172166.2	NP_172166.2; NP_001329490.1	202; 214	Pfam	; 	; 	; 	; 	; 
NP_172167.2	NP_172167.2; NP_001322209.1; NP_001322208.1; NP_001322210.1	595; 586; 521; 476	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172172.2	NP_172172.2; NP_001077471.1; NP_001320783.1; NP_001184926.1; NP_001154542.1; NP_180604.4; NP_001324798.1; NP_001324799.1; NP_001324801.1; NP_850120.3; NP_001324796.1; NP_001324800.1	357; 357; 352; 353; 353; 353; 332; 332; 332; 342; 315; 342	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
NP_172178.1	NP_172178.1; NP_180583.1	829; 831	Pfam	; 	; 	; 	; 	; 
NP_172182.2	NP_172182.2; NP_001117240.1; NP_001154316.1	389; 385; 400	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172184.1	NP_172184.1; NP_180577.1	326; 331	Pfam	; 	; 	; 	; 	; 
NP_172187.1	NP_172187.1; NP_001322523.1; NP_001322524.1; NP_001322522.1	233; 273; 277; 171	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172192.1	NP_172192.1; NP_001323274.1	392; 325	Pfam	; 	; 	; 	; 	; 
NP_172194.1	NP_172194.1; NP_180567.1	228; 217	Pfam	; 	; 	; 	; 	; 
NP_172195.1	NP_172195.1; NP_001184927.1	499; 493	Pfam	; 	; 	; 	; 	; 
NP_172196.1	NP_172196.1; NP_180563.1; NP_181547.1	380; 396; 390	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172207.2	NP_172207.2; NP_001322699.1; NP_850137.1; NP_565686.1	505; 472; 508; 539	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172208.2	NP_172208.2; NP_001030984.1; NP_001117242.1; NP_001320416.1; NP_001325269.1; NP_565685.1	552; 552; 552; 495; 536; 536	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172210.1	NP_172210.1; NP_001321587.1; NP_001321588.1	128; 134; 189	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172213.1	NP_172213.1; NP_001323320.1; NP_001324160.1; NP_001318313.1; NP_001324161.1; NP_001324162.1; NP_001324163.1; NP_180523.1	685; 753; 714; 747; 747; 747; 747; 747	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_172217.1	NP_172217.1; NP_180517.1	263; 264	Pfam	; 	; 	; 	; 	; 
NP_172218.1	NP_172218.1; NP_001321129.1; NP_001324325.1; NP_181337.2; NP_973628.1; NP_200706.1	779; 780; 757; 757; 792; 733	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172226.1	NP_172226.1; NP_001321767.1	258; 322	Pfam	; 	; 	; 	; 	; 
NP_172228.3	NP_172228.3; NP_850937.1; NP_001320976.1; NP_001320242.1; NP_563790.1	375; 375; 381; 375; 375	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172229.2	NP_172229.2; NP_850130.1; NP_200759.2; NP_001078252.1	107; 115; 144; 144	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172231.2	NP_172231.2; NP_850129.1	813; 809	Pfam	; 	; 	; 	; 	; 
NP_172233.1	NP_172233.1; NP_180470.2; NP_001323611.1	769; 694; 657	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172241.2	NP_172241.2; NP_001322857.1; NP_001322858.1	552; 552; 552	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172248.4	NP_172248.4; NP_001320913.1; NP_001320912.1; NP_001320911.1; NP_001320914.1	179; 183; 206; 210; 179	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172250.1	NP_172250.1; NP_001318946.1; NP_200815.1; NP_001331980.1; NP_001331983.1; NP_195882.2; NP_001331981.1; NP_001331982.1	543; 543; 548; 524; 524; 524; 547; 547	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_172251.1	NP_172251.1; NP_001318305.1; NP_180431.1; NP_196073.1	478; 476; 476; 464	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172254.2	NP_172254.2; NP_001077479.1; NP_001322151.1; NP_001322152.1; NP_001322150.1	322; 304; 232; 232; 214	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172257.1	NP_172257.1; NP_001184931.1; NP_001322383.1; NP_001322384.1; NP_001322386.1; NP_001322387.1; NP_849606.1; NP_973784.2; NP_196178.2	275; 275; 275; 275; 275; 275; 275; 275; 275	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_172258.1	NP_172258.1; NP_195877.1; NP_200799.1; NP_180440.1; NP_190189.1; NP_190184.1; NP_001319739.1; NP_197679.1; NP_181283.1; NP_187559.1; NP_172295.1	148; 132; 150; 151; 145; 150; 138; 145; 138; 126; 243	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
NP_172266.2	NP_172266.2; NP_001322113.1; NP_563631.2	254; 275; 275	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172267.1	NP_172267.1; NP_001030991.2; NP_001077482.1; NP_001117244.1; NP_001318949.1; NP_849607.1; NP_973786.1; NP_001077481.1; NP_001030664.1; NP_187575.2; NP_195226.1; NP_195321.1; NP_001328787.1	250; 250; 250; 250; 250; 250; 250; 249; 251; 251; 287; 279; 223	Pfam	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 
NP_172269.2	NP_172269.2; NP_001318950.1	1104; 1177	Pfam	; 	; 	; 	; 	; 
NP_172274.1	NP_172274.1; NP_001318951.1; NP_973787.1; NP_973788.1	146; 146; 146; 146	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172277.2	NP_172277.2; NP_180403.4; NP_190105.3; NP_001325675.1; NP_174335.4; NP_001185116.1; NP_001185115.2	802; 788; 789; 751; 811; 805; 768	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_172291.1	NP_172291.1; NP_001030995.1; NP_849609.1; NP_001030996.1	185; 185; 185; 235	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172303.5	NP_172303.5; NP_001322767.1; NP_001325160.1; NP_001325161.1; NP_180280.2	2161; 2114; 2139; 2141; 2138	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172304.1	NP_172304.1; NP_973792.1	126; 132	Pfam	; 	; 	; 	; 	; 
NP_172306.1	NP_172306.1; NP_175533.1; NP_174737.2; NP_191326.1; NP_172787.1; NP_188724.2	337; 337; 303; 383; 302; 412	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172307.5	NP_172307.5; NP_001321617.1; NP_001321616.1	746; 656; 618	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172315.1	NP_172315.1; NP_001320532.1	137; 89	Pfam	; 	; 	; 	; 	; 
NP_172317.1	NP_172317.1; NP_180288.1	589; 537	Pfam	; 	; 	; 	; 	; 
NP_172329.2	NP_172329.2; NP_001321659.1; NP_001321658.1; NP_568225.1; NP_974760.1; NP_974759.1	257; 240; 190; 205; 256; 257	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172331.1	NP_172331.1; NP_001031000.1; NP_001321301.1	462; 462; 462	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172333.1	NP_172333.1; NP_180885.1	275; 273	Pfam	; 	; 	; 	; 	; 
NP_172338.5	NP_172338.5; NP_001184940.1; NP_001318955.1; NP_001320435.1	1223; 1209; 1209; 1209	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172342.3	NP_172342.3; NP_001320197.1	347; 296	Pfam	; 	; 	; 	; 	; 
NP_172343.2	NP_172343.2; NP_001321724.1	231; 174	Pfam	; 	; 	; 	; 	; 
NP_172344.2	NP_172344.2; NP_850941.1; NP_001184942.1; NP_001031002.1; NP_001320735.1; NP_193071.2; NP_849540.1; NP_001320115.1; NP_001328872.1; NP_001328873.1; NP_001328874.1; NP_194989.2; NP_001119100.1	648; 649; 651; 607; 580; 602; 602; 627; 627; 627; 627; 627; 628	Pfam	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 
NP_172347.2	NP_172347.2; NP_001077493.1	274; 295	Pfam	; 	; 	; 	; 	; 
NP_172357.2	NP_172357.2; NP_001117250.1; NP_001318957.1; NP_001321772.1	1113; 1113; 1113; 1113	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172359.2	NP_172359.2; NP_001031004.1; NP_001321655.1; NP_001321656.1; NP_001321657.1; NP_001321259.1; NP_001321260.1; NP_001321261.1; NP_001321263.1; NP_001321264.1	386; 386; 386; 386; 386; 360; 360; 360; 360; 361	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
NP_172371.1	NP_172371.1; NP_849619.1; NP_973796.1; NP_973797.1	231; 231; 231; 231	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172373.3	NP_172373.3; NP_175891.1	566; 557	Pfam	; 	; 	; 	; 	; 
NP_172377.1	NP_172377.1; NP_199575.1; NP_850305.2; NP_001031511.1; NP_030436.1; NP_850304.2; NP_001189704.1; NP_001327560.1; NP_001327561.1; NP_001318379.1; NP_001323548.1; NP_001323549.1; NP_193190.1; NP_182302.1; NP_001189705.1; NP_001323550.1; NP_001031500.1; NP_850277.2; NP_973617.1; NP_001327562.1; NP_190902.2	139; 145; 140; 141; 141; 141; 139; 151; 151; 153; 153; 153; 161; 160; 164; 164; 173; 173; 173; 176; 176	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172378.1	NP_172378.1; NP_001318960.1; NP_172379.1	911; 916; 916	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172380.2	NP_172380.2; NP_001031007.1; NP_001318961.1; NP_973798.1	930; 944; 944; 930	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172382.4	NP_172382.4; NP_001184944.1; NP_198206.1; NP_001331824.1; NP_851119.1; NP_199017.2; NP_173055.1; NP_187864.1; NP_001189847.1; NP_001319509.1; NP_001319510.1; NP_187555.1; NP_195869.1; NP_195870.1; NP_176036.1; NP_196521.1; NP_001328002.1; NP_195504.2; NP_194159.1; NP_199802.1; NP_001119156.1	675; 665; 669; 673; 668; 613; 646; 650; 649; 649; 649; 649; 653; 651; 617; 682; 682; 682; 718; 718; 521	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_172384.1	NP_172384.1; NP_187204.1; NP_197500.1; NP_001318606.1; NP_568389.1; NP_175778.1	423; 424; 419; 419; 419; 426	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_172389.2	NP_172389.2; NP_001322884.1; NP_001322885.1	1010; 1010; 1010	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172390.1	NP_172390.1; NP_176029.1; NP_192117.1; NP_191815.1	193; 193; 193; 193	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_172394.1	NP_172394.1; NP_001320301.1; NP_001320300.1	442; 418; 394	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172405.1	NP_172405.1; NP_001322308.1	378; 379	Pfam	; 	; 	; 	; 	; 
NP_172410.1	NP_172410.1; NP_176059.1; NP_001322781.1; NP_191787.2; NP_001326329.1	370; 373; 297; 365; 297	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_172412.1	NP_172412.1; NP_176062.1	705; 704	Pfam	; 	; 	; 	; 	; 
NP_172417.2	NP_172417.2; NP_174231.2	330; 315	Pfam	; 	; 	; 	; 	; 
NP_172418.2	NP_172418.2; NP_001184948.1; NP_001323424.1	336; 335; 335	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_172426.2	NP_172426.2; NP_001319996.1; NP_193677.2; NP_567585.1; NP_199341.1	388; 397; 397; 391; 391	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
